"id","indicator","indicator.label","freq","freq.label","rep_var","rep_var.label","classification","data.start","data.end","last.update","n.records","n.records.all","n.ref_area","with.region","subject","subject.label","database","database.label"
"EMP_PIFL_SEX_ECO_RT_M","EMP_PIFL_SEX_ECO_RT","Share of employment outside the formal sector by sex and economic activity (%)","M","Monthly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO",2006,2025,"10/04/2026 08:38:37",48309,49763,10,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_ECO_EDU_RT_A","EMP_PIFL_SEX_ECO_EDU_RT","Share of employment outside the formal sector by sex, economic activity and education (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO,EDU",1997,2025,"08/05/2026 07:02:32",993945,1048916,144,,"IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_ECO_EDU_RT_Q","EMP_PIFL_SEX_ECO_EDU_RT","Share of employment outside the formal sector by sex, economic activity and education (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO,EDU",1995,2026,"08/05/2026 07:03:10",1260750,1274603,49,,"IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_ECO_GEO_RT_A","EMP_PIFL_SEX_ECO_GEO_RT","Share of employment outside the formal sector by sex, economic activity and rural / urban areas (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO,GEO",1997,2025,"08/05/2026 07:12:17",124459,129836,121,,"IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_ECO_MTS_RT_A","EMP_PIFL_SEX_ECO_MTS_RT","Share of employment outside the formal sector by sex, economic activity and marital status (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO,MTS",1997,2025,"08/05/2026 07:04:25",375401,393445,140,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_ECO_MTS_RT_Q","EMP_PIFL_SEX_ECO_MTS_RT","Share of employment outside the formal sector by sex, economic activity and marital status (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO,MTS",1995,2026,"08/05/2026 07:05:06",190486,191189,47,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_ECO_DSB_RT_A","EMP_PIFL_SEX_ECO_DSB_RT","Share of employment outside the formal sector by sex, economic activity and disability status (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO,DSB",2005,2025,"06/05/2026 08:16:05",69506,69857,99,,"IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_ECO_OCU_RT_A","EMP_PIFL_ECO_OCU_RT","Share of employment outside the formal sector by economic activity and occupation (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","ECO,OCU",1999,2025,"08/05/2026 07:19:28",427569,449868,139,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_ECO_OCU_RT_Q","EMP_PIFL_ECO_OCU_RT","Share of employment outside the formal sector by economic activity and occupation (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","ECO,OCU",1995,2026,"08/05/2026 07:15:22",296512,300129,51,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_ECO_INS_RT_A","EMP_PIFL_SEX_ECO_INS_RT","Share of employment outside the formal sector by sex, economic activity and public/private sector (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO,INS",1997,2025,"08/05/2026 07:19:28",154375,164874,112,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_ECO_INS_RT_Q","EMP_PIFL_SEX_ECO_INS_RT","Share of employment outside the formal sector by sex, economic activity and public/private sector (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO,INS",1995,2026,"08/05/2026 07:15:22",139739,141797,49,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_ECO_INS_RT_M","EMP_PIFL_SEX_ECO_INS_RT","Share of employment outside the formal sector by sex, economic activity and public/private sector (%)","M","Monthly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO,INS",2006,2025,"10/04/2026 08:38:37",36440,37948,9,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_ECO_EST_RT_A","EMP_PIFL_SEX_ECO_EST_RT","Share of employment outside the formal sector by sex, economic activity and establishment size (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO,EST",1997,2025,"08/05/2026 07:19:28",390279,416349,96,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_ECO_EST_RT_Q","EMP_PIFL_SEX_ECO_EST_RT","Share of employment outside the formal sector by sex, economic activity and establishment size (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,ECO,EST",1995,2026,"08/05/2026 07:15:22",109836,110562,45,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_EC2_RT_A","EMP_PIFL_SEX_EC2_RT","Share of employment outside the formal sector by sex and economic activity - ISIC level 2 (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,EC2",1997,2025,"08/05/2026 07:19:28",122141,126308,103,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_AGE_EC2_RT_A","EMP_PIFL_AGE_EC2_RT","Share of employment outside the formal sector by age and economic activity - ISIC level 2 (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","AGE,EC2",1997,2025,"08/05/2026 07:19:28",122431,126616,103,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OCU_RT_A","EMP_PIFL_SEX_OCU_RT","Share of employment outside the formal sector by sex and occupation (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU",1999,2025,"08/05/2026 07:19:28",57412,60283,139,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OCU_RT_Q","EMP_PIFL_SEX_OCU_RT","Share of employment outside the formal sector by sex and occupation (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU",1995,2026,"08/05/2026 07:15:22",80310,81415,51,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OCU_RT_M","EMP_PIFL_SEX_OCU_RT","Share of employment outside the formal sector by sex and occupation (%)","M","Monthly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU",2006,2025,"10/04/2026 08:38:37",16601,17108,10,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OCU_EDU_RT_A","EMP_PIFL_SEX_OCU_EDU_RT","Share of employment outside the formal sector by sex, occupation and education (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU,EDU",1999,2025,"08/05/2026 07:02:32",504654,532826,139,,"IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_OCU_EDU_RT_Q","EMP_PIFL_SEX_OCU_EDU_RT","Share of employment outside the formal sector by sex, occupation and education (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU,EDU",1995,2026,"08/05/2026 07:03:10",300018,303159,49,,"IFL","Informal economy","EMI","Education and Mismatch Indicators (EMI)"
"EMP_PIFL_SEX_OCU_GEO_RT_A","EMP_PIFL_SEX_OCU_GEO_RT","Share of employment outside the formal sector by sex, occupation and rural / urban areas (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU,GEO",1999,2025,"08/05/2026 07:12:17",144790,150998,118,,"IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_OCU_MTS_RT_A","EMP_PIFL_SEX_OCU_MTS_RT","Share of employment outside the formal sector by sex, occupation and marital status (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU,MTS",1999,2025,"08/05/2026 07:04:25",427290,448348,135,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_OCU_MTS_RT_Q","EMP_PIFL_SEX_OCU_MTS_RT","Share of employment outside the formal sector by sex, occupation and marital status (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU,MTS",1995,2026,"08/05/2026 07:05:06",67601,67853,47,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_OCU_DSB_RT_A","EMP_PIFL_SEX_OCU_DSB_RT","Share of employment outside the formal sector by sex, occupation and disability status (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU,DSB",2005,2025,"06/05/2026 08:16:05",26201,26331,99,,"IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_OCU_INS_RT_A","EMP_PIFL_SEX_OCU_INS_RT","Share of employment outside the formal sector by sex, occupation and public/private sector (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU,INS",1999,2025,"08/05/2026 07:19:28",73065,78551,107,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OCU_INS_RT_Q","EMP_PIFL_SEX_OCU_INS_RT","Share of employment outside the formal sector by sex, occupation and public/private sector (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU,INS",1995,2026,"08/05/2026 07:15:22",157047,159441,49,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OCU_EST_RT_A","EMP_PIFL_SEX_OCU_EST_RT","Share of employment outside the formal sector by sex, occupation and establishment size (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU,EST",1999,2025,"08/05/2026 07:19:28",173375,185527,90,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OCU_EST_RT_Q","EMP_PIFL_SEX_OCU_EST_RT","Share of employment outside the formal sector by sex, occupation and establishment size (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OCU,EST",1995,2026,"08/05/2026 07:15:22",88955,89542,45,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_OC2_RT_A","EMP_PIFL_SEX_OC2_RT","Share of employment outside the formal sector by sex and occupation - ISCO level 2 (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,OC2",1999,2025,"08/05/2026 07:19:28",105703,109335,126,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_AGE_OC2_RT_A","EMP_PIFL_AGE_OC2_RT","Share of employment outside the formal sector by age and occupation - ISCO level 2 (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","AGE,OC2",1999,2025,"08/05/2026 07:19:28",102706,106276,126,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_INS_RT_A","EMP_PIFL_SEX_INS_RT","Share of employment outside the formal sector by sex and public/private sector (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,INS",1997,2025,"08/05/2026 07:19:28",5394,5784,112,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_INS_RT_Q","EMP_PIFL_SEX_INS_RT","Share of employment outside the formal sector by sex and public/private sector (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,INS",1995,2026,"08/05/2026 07:15:22",11389,11590,49,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_INS_GEO_RT_A","EMP_PIFL_SEX_INS_GEO_RT","Share of employment outside the formal sector by sex, public/private sector and rural/urban areas (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,INS,GEO",1997,2025,"08/05/2026 07:12:17",13063,13900,91,,"IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_INS_GEO_RT_Q","EMP_PIFL_SEX_INS_GEO_RT","Share of employment outside the formal sector by sex, public/private sector and rural/urban areas (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,INS,GEO",1995,2026,"08/05/2026 07:13:06",26783,27332,41,,"IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_INS_MTS_RT_A","EMP_PIFL_SEX_INS_MTS_RT","Share of employment outside the formal sector by sex, public/private sector and marital status (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,INS,MTS",1997,2025,"08/05/2026 07:04:25",42091,45075,108,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_INS_MTS_RT_Q","EMP_PIFL_SEX_INS_MTS_RT","Share of employment outside the formal sector by sex, public/private sector and marital status (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,INS,MTS",1995,2026,"08/05/2026 07:05:06",30819,30945,45,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_INS_DSB_RT_A","EMP_PIFL_SEX_INS_DSB_RT","Share of employment outside the formal sector by sex, public/private sector and disability status (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,INS,DSB",2005,2025,"06/05/2026 08:16:05",4338,4392,69,,"IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_INS_DSB_RT_Q","EMP_PIFL_SEX_INS_DSB_RT","Share of employment outside the formal sector by sex, public/private sector and disability status (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,INS,DSB",2010,2026,"06/05/2026 08:17:05",7285,7357,20,,"IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_EST_RT_A","EMP_PIFL_SEX_EST_RT","Share of employment outside the formal sector by sex and establishment size (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,EST",1997,2025,"08/05/2026 07:19:28",21944,23474,96,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_EST_RT_Q","EMP_PIFL_SEX_EST_RT","Share of employment outside the formal sector by sex and establishment size (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,EST",1995,2026,"08/05/2026 07:15:22",49032,49434,45,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_EST_RT_M","EMP_PIFL_SEX_EST_RT","Share of employment outside the formal sector by sex and establishment size (%)","M","Monthly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,EST",2006,2025,"10/04/2026 08:38:37",12276,12276,8,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_EST_GEO_RT_A","EMP_PIFL_SEX_EST_GEO_RT","Share of employment outside the formal sector by sex, establishment size and rural / urban areas (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,EST,GEO",1997,2025,"08/05/2026 07:12:17",57773,61262,83,,"IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_EST_GEO_RT_Q","EMP_PIFL_SEX_EST_GEO_RT","Share of employment outside the formal sector by sex, establishment size and rural / urban areas (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,EST,GEO",1995,2026,"08/05/2026 07:13:06",123719,124599,39,,"IFL","Informal economy","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EMP_PIFL_SEX_EST_MTS_RT_A","EMP_PIFL_SEX_EST_MTS_RT","Share of employment outside the formal sector by sex, establishment size and marital status (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,EST,MTS",1997,2025,"08/05/2026 07:04:25",171448,183942,92,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_EST_MTS_RT_Q","EMP_PIFL_SEX_EST_MTS_RT","Share of employment outside the formal sector by sex, establishment size and marital status (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,EST,MTS",1995,2026,"08/05/2026 07:05:06",132904,133667,42,,"IFL","Informal economy","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EMP_PIFL_SEX_EST_DSB_RT_A","EMP_PIFL_SEX_EST_DSB_RT","Share of employment outside the formal sector by sex, establishment size and disability status (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,EST,DSB",2006,2025,"06/05/2026 08:16:05",6471,6558,52,,"IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_EST_DSB_RT_Q","EMP_PIFL_SEX_EST_DSB_RT","Share of employment outside the formal sector by sex, establishment size and disability status (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,EST,DSB",2010,2026,"06/05/2026 08:17:05",11483,11634,19,,"IFL","Informal economy","DLMI","Disability Labour Market Indicators (DLMI)"
"EMP_PIFL_SEX_STE_RT_A","EMP_PIFL_SEX_STE_RT","Share of employment outside the formal sector by status in employment (by sex) (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,STE",1997,2025,"08/05/2026 07:19:28",34517,36134,144,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_STE_RT_Q","EMP_PIFL_SEX_STE_RT","Share of employment outside the formal sector by status in employment (by sex) (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,STE",1995,2026,"08/05/2026 07:15:22",18997,19288,51,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_HOW_RT_A","EMP_PIFL_SEX_HOW_RT","Share of employment outside the formal sector by sex and weekly hours actually worked (%)","A","Annual","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,HOW",1997,2025,"08/05/2026 07:18:30",17580,18581,104,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EMP_PIFL_SEX_HOW_RT_Q","EMP_PIFL_SEX_HOW_RT","Share of employment outside the formal sector by sex and weekly hours actually worked (%)","Q","Quarterly","EMP_PIFL_RT","Share of employment outside the formal sector (previous ILO definition)","SEX,HOW",1995,2026,"08/05/2026 07:15:22",41694,42234,50,,"IFL","Informal economy","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_AGE_NB_A","EES_TEES_SEX_AGE_NB","Employees by sex and age (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,AGE",1970,2025,"08/05/2026 07:18:30",214472,245190,183,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_AGE_NB_Q","EES_TEES_SEX_AGE_NB","Employees by sex and age (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,AGE",1976,2026,"08/05/2026 07:15:22",562424,618726,111,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_AGE_NB_M","EES_TEES_SEX_AGE_NB","Employees by sex and age (thousands)","M","Monthly","EES_TEES_NB","Employees","SEX,AGE",1976,2026,"06/05/2026 08:35:07",178994,181064,54,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_AGE_EDU_NB_A","EES_TEES_SEX_AGE_EDU_NB","Employees by sex, age and education (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,AGE,EDU",1970,2025,"08/05/2026 07:01:28",1387334,1566721,176,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_AGE_EDU_NB_Q","EES_TEES_SEX_AGE_EDU_NB","Employees by sex, age and education (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,AGE,EDU",1987,2026,"08/05/2026 07:03:10",2688152,2930746,98,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_AGE_EDU_NB_M","EES_TEES_SEX_AGE_EDU_NB","Employees by sex, age and education (thousands)","M","Monthly","EES_TEES_NB","Employees","SEX,AGE,EDU",1990,2026,"06/05/2026 08:20:05",431936,437498,15,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_AGE_GEO_NB_A","EES_TEES_SEX_AGE_GEO_NB","Employees by sex, age and rural / urban areas (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,AGE,GEO",1970,2025,"08/05/2026 07:12:17",270628,294652,144,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_AGE_GEO_NB_Q","EES_TEES_SEX_AGE_GEO_NB","Employees by sex, age and rural / urban areas (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,AGE,GEO",1987,2026,"08/05/2026 07:13:06",706890,731370,84,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_AGE_GEO_NB_M","EES_TEES_SEX_AGE_GEO_NB","Employees by sex, age and rural / urban areas (thousands)","M","Monthly","EES_TEES_NB","Employees","SEX,AGE,GEO",2000,2026,"06/05/2026 08:32:04",145086,148461,12,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_AGE_MTS_NB_A","EES_TEES_SEX_AGE_MTS_NB","Employees by sex, age and marital status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,AGE,MTS",1970,2025,"08/05/2026 07:04:25",747751,849942,170,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_AGE_MTS_NB_Q","EES_TEES_SEX_AGE_MTS_NB","Employees by sex, age and marital status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,AGE,MTS",1987,2026,"08/05/2026 07:05:06",1114885,1116961,78,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_AGE_DSB_NB_A","EES_TEES_SEX_AGE_DSB_NB","Employees by sex, age and disability status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,AGE,DSB",1996,2025,"06/05/2026 08:16:05",76328,80288,122,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_AGE_DSB_NB_Q","EES_TEES_SEX_AGE_DSB_NB","Employees by sex, age and disability status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,AGE,DSB",2005,2026,"06/05/2026 08:18:04",45546,45870,25,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_EDU_NB_A","EES_TEES_SEX_EDU_NB","Employees by sex and education (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,EDU",1970,2025,"08/05/2026 07:01:28",90716,102438,176,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_EDU_NB_Q","EES_TEES_SEX_EDU_NB","Employees by sex and education (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,EDU",1987,2026,"08/05/2026 07:03:10",240232,260833,98,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_EDU_NB_M","EES_TEES_SEX_EDU_NB","Employees by sex and education (thousands)","M","Monthly","EES_TEES_NB","Employees","SEX,EDU",1990,2026,"06/05/2026 08:20:05",49245,49902,15,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_EDU_GEO_NB_A","EES_TEES_SEX_EDU_GEO_NB","Employees by sex, education and rural / urban areas (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,EDU,GEO",1970,2025,"08/05/2026 07:12:17",210467,229798,143,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_EDU_GEO_NB_Q","EES_TEES_SEX_EDU_GEO_NB","Employees by sex, education and rural / urban areas (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,EDU,GEO",1987,2026,"08/05/2026 07:13:06",223766,231440,83,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_EDU_MTS_NB_A","EES_TEES_SEX_EDU_MTS_NB","Employees by sex, education and marital status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,EDU,MTS",1970,2025,"08/05/2026 07:01:28",586598,661434,168,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_EDU_MTS_NB_Q","EES_TEES_SEX_EDU_MTS_NB","Employees by sex, education and marital status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,EDU,MTS",1987,2026,"08/05/2026 07:03:10",186435,186651,75,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_EDU_DSB_NB_A","EES_TEES_SEX_EDU_DSB_NB","Employees by sex, education and disability status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,EDU,DSB",1996,2025,"06/05/2026 08:16:05",44402,46352,121,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_GEO_NB_A","EES_TEES_SEX_GEO_NB","Employees by sex and rural / urban areas (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,GEO",1970,2025,"08/05/2026 07:12:17",16952,18461,144,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_GEO_NB_Q","EES_TEES_SEX_GEO_NB","Employees by sex and rural / urban areas (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,GEO",1987,2026,"08/05/2026 07:13:06",44305,45835,84,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_GEO_NB_M","EES_TEES_SEX_GEO_NB","Employees by sex and rural / urban areas (thousands)","M","Monthly","EES_TEES_NB","Employees","SEX,GEO",2000,2026,"06/05/2026 08:32:04",16122,16500,12,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_GEO_MTS_NB_A","EES_TEES_SEX_GEO_MTS_NB","Employees by sex, rural / urban areas and marital status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,GEO,MTS",1970,2025,"08/05/2026 07:12:17",104772,115440,140,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
