"id","indicator","indicator.label","freq","freq.label","rep_var","rep_var.label","classification","data.start","data.end","last.update","n.records","n.records.all","n.ref_area","with.region","subject","subject.label","database","database.label"
"EES_TEES_SEX_GEO_MTS_NB_Q","EES_TEES_SEX_GEO_MTS_NB","Employees by sex, rural / urban areas and marital status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,GEO,MTS",1987,2026,"08/05/2026 07:13:06",179767,180091,59,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_GEO_DSB_NB_A","EES_TEES_SEX_GEO_DSB_NB","Employees by sex, rural / urban areas and disability status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,GEO,DSB",1996,2025,"06/05/2026 08:16:05",23053,24052,101,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_GEO_DSB_NB_Q","EES_TEES_SEX_GEO_DSB_NB","Employees by sex, rural / urban areas and disability status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,GEO,DSB",2009,2026,"06/05/2026 08:18:04",12118,12226,21,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_MTS_NB_A","EES_TEES_SEX_MTS_NB","Employees by sex and marital status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,MTS",1970,2025,"08/05/2026 07:04:25",48417,55188,170,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_MTS_NB_Q","EES_TEES_SEX_MTS_NB","Employees by sex and marital status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,MTS",1987,2026,"08/05/2026 07:05:06",98454,98643,78,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_MTS_NB_M","EES_TEES_SEX_MTS_NB","Employees by sex and marital status (thousands)","M","Monthly","EES_TEES_NB","Employees","SEX,MTS",1994,2026,"06/05/2026 08:24:04",28389,28389,15,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_MTS_DSB_NB_A","EES_TEES_SEX_MTS_DSB_NB","Employees by sex, marital status and disability status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,MTS,DSB",1996,2025,"06/05/2026 08:16:05",75537,79290,122,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_MTS_DSB_NB_Q","EES_TEES_SEX_MTS_DSB_NB","Employees by sex, marital status and disability status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,MTS,DSB",2005,2026,"06/05/2026 08:18:04",15191,15191,25,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_DSB_NB_A","EES_TEES_SEX_DSB_NB","Employees by sex and disability status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,DSB",1996,2025,"06/05/2026 08:16:05",8683,9124,122,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_DSB_NB_Q","EES_TEES_SEX_DSB_NB","Employees by sex and disability status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,DSB",2005,2026,"06/05/2026 08:18:04",5214,5250,25,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_AGE_ECO_NB_A","EES_TEES_SEX_AGE_ECO_NB","Employees by sex, age and economic activity (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,AGE,ECO",1970,2025,"08/05/2026 07:18:30",2669566,2961219,177,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_AGE_ECO_NB_Q","EES_TEES_SEX_AGE_ECO_NB","Employees by sex, age and economic activity (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,AGE,ECO",1976,2026,"08/05/2026 07:15:22",2181579,2338708,100,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_AGE_OCU_NB_A","EES_TEES_SEX_AGE_OCU_NB","Employees by sex, age and occupation (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,AGE,OCU",1982,2025,"08/05/2026 07:18:30",1193766,1369106,174,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_AGE_OCU_NB_Q","EES_TEES_SEX_AGE_OCU_NB","Employees by sex, age and occupation (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,AGE,OCU",1992,2026,"08/05/2026 07:15:22",1410064,1570918,98,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_AGE_INS_NB_A","EES_TEES_SEX_AGE_INS_NB","Employees by sex, age and public/private sector (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,AGE,INS",1976,2025,"08/05/2026 07:18:30",223327,242365,147,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_AGE_INS_NB_Q","EES_TEES_SEX_AGE_INS_NB","Employees by sex, age and public/private sector (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,AGE,INS",1976,2026,"08/05/2026 07:15:22",294060,296085,74,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_AGE_JBC_NB_A","EES_TEES_SEX_AGE_JBC_NB","Employees by sex, age and type of job contract (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,AGE,JBC",1983,2025,"08/05/2026 07:18:30",330218,372263,144,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_AGE_JBC_NB_Q","EES_TEES_SEX_AGE_JBC_NB","Employees by sex, age and type of job contract (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,AGE,JBC",1983,2026,"08/05/2026 07:15:22",516950,579669,90,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_ECO_NB_A","EES_TEES_SEX_ECO_NB","Employees by sex and economic activity (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,ECO",1948,2025,"09/05/2026 08:48:23",307706,415968,213,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_ECO_NB_Q","EES_TEES_SEX_ECO_NB","Employees by sex and economic activity (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,ECO",1948,2026,"09/05/2026 08:45:35",673971,720644,116,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_ECO_NB_M","EES_TEES_SEX_ECO_NB","Employees by sex and economic activity (thousands)","M","Monthly","EES_TEES_NB","Employees","SEX,ECO",1948,2026,"09/05/2026 08:42:49",171251,177963,61,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_ECO_EDU_NB_A","EES_TEES_SEX_ECO_EDU_NB","Employees by sex, economic activity and education (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,ECO,EDU",1970,2025,"08/05/2026 07:01:28",2617182,2908119,174,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_ECO_EDU_NB_Q","EES_TEES_SEX_ECO_EDU_NB","Employees by sex, economic activity and education (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,ECO,EDU",1990,2026,"08/05/2026 07:03:10",4530189,4823704,97,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_ECO_GEO_NB_A","EES_TEES_SEX_ECO_GEO_NB","Employees by sex, economic activity and rural / urban areas (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,ECO,GEO",1970,2025,"08/05/2026 07:12:17",217926,233400,146,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_ECO_MTS_NB_A","EES_TEES_SEX_ECO_MTS_NB","Employees by sex, economic activity and marital status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,ECO,MTS",1970,2025,"08/05/2026 07:04:25",575772,642752,169,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_ECO_MTS_NB_Q","EES_TEES_SEX_ECO_MTS_NB","Employees by sex, economic activity and marital status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,ECO,MTS",1989,2026,"08/05/2026 07:05:06",450041,450758,75,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_ECO_DSB_NB_A","EES_TEES_SEX_ECO_DSB_NB","Employees by sex, economic activity and disability status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,ECO,DSB",1996,2025,"06/05/2026 08:16:05",104747,109388,121,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_ECO_OCU_NB_A","EES_TEES_ECO_OCU_NB","Employees by economic activity and occupation (thousands)","A","Annual","EES_TEES_NB","Employees","ECO,OCU",1982,2025,"08/05/2026 07:18:30",1058252,1181046,179,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_ECO_OCU_NB_Q","EES_TEES_ECO_OCU_NB","Employees by economic activity and occupation (thousands)","Q","Quarterly","EES_TEES_NB","Employees","ECO,OCU",1992,2026,"08/05/2026 07:15:22",1151349,1239586,98,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_ECO_INS_NB_A","EES_TEES_SEX_ECO_INS_NB","Employees by sex, economic activity and public/private sector (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,ECO,INS",1976,2025,"08/05/2026 07:19:28",413948,448711,146,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_ECO_INS_NB_Q","EES_TEES_SEX_ECO_INS_NB","Employees by sex, economic activity and public/private sector (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,ECO,INS",1976,2026,"08/05/2026 07:15:22",398612,401270,74,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_ECO_INS_NB_M","EES_TEES_SEX_ECO_INS_NB","Employees by sex, economic activity and public/private sector (thousands)","M","Monthly","EES_TEES_NB","Employees","SEX,ECO,INS",1976,2026,"06/05/2026 08:35:07",123914,125696,14,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_ECO_EST_NB_A","EES_TEES_SEX_ECO_EST_NB","Employees by sex, economic activity and establishment size (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,ECO,EST",1989,2025,"08/05/2026 07:19:28",635126,689495,109,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_ECO_EST_NB_Q","EES_TEES_SEX_ECO_EST_NB","Employees by sex, economic activity and establishment size (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,ECO,EST",1989,2026,"08/05/2026 07:15:22",181023,181812,56,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_EC2_NB_A","EES_TEES_SEX_EC2_NB","Employees by sex and economic activity - ISIC level 2 (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,EC2",1989,2025,"08/05/2026 07:18:30",438853,472957,157,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_AGE_EC2_NB_A","EES_TEES_AGE_EC2_NB","Employees by age and economic activity - ISIC level 2 (thousands)","A","Annual","EES_TEES_NB","Employees","AGE,EC2",1989,2025,"08/05/2026 07:18:30",286131,305681,137,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_OCU_NB_A","EES_TEES_SEX_OCU_NB","Employees by sex and occupation (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,OCU",1982,2025,"08/05/2026 07:19:28",117362,136416,188,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_OCU_NB_Q","EES_TEES_SEX_OCU_NB","Employees by sex and occupation (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,OCU",1992,2026,"08/05/2026 07:15:22",307880,342323,99,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_OCU_NB_M","EES_TEES_SEX_OCU_NB","Employees by sex and occupation (thousands)","M","Monthly","EES_TEES_NB","Employees","SEX,OCU",2000,2026,"06/05/2026 08:35:07",39911,40541,15,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_OCU_EDU_NB_A","EES_TEES_SEX_OCU_EDU_NB","Employees by sex, occupation and education (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,OCU,EDU",1982,2025,"08/05/2026 07:01:28",1225635,1387575,172,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_OCU_EDU_NB_Q","EES_TEES_SEX_OCU_EDU_NB","Employees by sex, occupation and education (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,OCU,EDU",1992,2026,"08/05/2026 07:03:10",1021274,1117011,95,,"EES","Employees","EMI","Education and Mismatch Indicators (EMI)"
"EES_TEES_SEX_OCU_GEO_NB_A","EES_TEES_SEX_OCU_GEO_NB","Employees by sex, occupation and rural / urban areas (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,OCU,GEO",1989,2025,"08/05/2026 07:12:17",263057,285356,141,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_OCU_MTS_NB_A","EES_TEES_SEX_OCU_MTS_NB","Employees by sex, occupation and marital status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,OCU,MTS",1982,2025,"08/05/2026 07:04:25",662379,755617,166,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_OCU_MTS_NB_Q","EES_TEES_SEX_OCU_MTS_NB","Employees by sex, occupation and marital status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,OCU,MTS",1993,2026,"08/05/2026 07:05:06",175594,175909,76,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_OCU_DSB_NB_A","EES_TEES_SEX_OCU_DSB_NB","Employees by sex, occupation and disability status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,OCU,DSB",1996,2025,"06/05/2026 08:16:05",40005,41877,120,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_OCU_INS_NB_A","EES_TEES_SEX_OCU_INS_NB","Employees by sex, occupation and public/private sector (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,OCU,INS",1991,2025,"08/05/2026 07:19:28",194958,211904,140,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_OCU_INS_NB_Q","EES_TEES_SEX_OCU_INS_NB","Employees by sex, occupation and public/private sector (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,OCU,INS",1993,2026,"08/05/2026 07:15:22",461664,465141,72,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_OCU_EST_NB_A","EES_TEES_SEX_OCU_EST_NB","Employees by sex, occupation and establishment size (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,OCU,EST",1991,2025,"08/05/2026 07:19:28",279666,304972,102,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_OCU_EST_NB_Q","EES_TEES_SEX_OCU_EST_NB","Employees by sex, occupation and establishment size (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,OCU,EST",1993,2026,"08/05/2026 07:15:22",159088,159817,55,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_OC2_NB_A","EES_TEES_SEX_OC2_NB","Employees by sex and occupation - ISCO level 2 (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,OC2",1991,2025,"08/05/2026 07:19:28",214435,233847,157,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_AGE_OC2_NB_A","EES_TEES_AGE_OC2_NB","Employees by age and occupation - ISCO level 2 (thousands)","A","Annual","EES_TEES_NB","Employees","AGE,OC2",1991,2025,"08/05/2026 07:18:30",208678,227769,157,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_INS_NB_A","EES_TEES_SEX_INS_NB","Employees by sex and public/private sector (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,INS",1976,2025,"08/05/2026 07:19:28",14876,16201,177,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_INS_NB_Q","EES_TEES_SEX_INS_NB","Employees by sex and public/private sector (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,INS",1976,2026,"08/05/2026 07:15:22",32731,32956,74,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_INS_GEO_NB_A","EES_TEES_SEX_INS_GEO_NB","Employees by sex, public/private sector and rural/urban areas (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,INS,GEO",1987,2025,"08/05/2026 07:12:17",28888,31642,111,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_INS_GEO_NB_Q","EES_TEES_SEX_INS_GEO_NB","Employees by sex, public/private sector and rural/urban areas (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,INS,GEO",1987,2026,"08/05/2026 07:13:06",61019,61613,55,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_INS_MTS_NB_A","EES_TEES_SEX_INS_MTS_NB","Employees by sex, public/private sector and marital status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,INS,MTS",1987,2025,"08/05/2026 07:04:25",109450,118849,140,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_INS_MTS_NB_Q","EES_TEES_SEX_INS_MTS_NB","Employees by sex, public/private sector and marital status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,INS,MTS",1987,2026,"08/05/2026 07:05:06",92914,93103,68,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_INS_DSB_NB_A","EES_TEES_SEX_INS_DSB_NB","Employees by sex, public/private sector and disability status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,INS,DSB",1997,2025,"06/05/2026 08:16:05",9600,10140,90,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_INS_DSB_NB_Q","EES_TEES_SEX_INS_DSB_NB","Employees by sex, public/private sector and disability status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,INS,DSB",2005,2026,"06/05/2026 08:18:04",15254,15362,25,,"EES","Employees","DLMI","Disability Labour Market Indicators (DLMI)"
"EES_TEES_SEX_EST_NB_A","EES_TEES_SEX_EST_NB","Employees by sex and establishment size (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,EST",1989,2025,"08/05/2026 07:19:28",31143,33840,109,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_EST_NB_Q","EES_TEES_SEX_EST_NB","Employees by sex and establishment size (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,EST",1989,2026,"08/05/2026 07:15:22",74355,74763,56,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_EST_NB_M","EES_TEES_SEX_EST_NB","Employees by sex and establishment size (thousands)","M","Monthly","EES_TEES_NB","Employees","SEX,EST",2000,2025,"10/04/2026 08:36:48",22395,22395,9,,"EES","Employees","LFS","Labour Force Statistics (LFS)"
"EES_TEES_SEX_EST_GEO_NB_A","EES_TEES_SEX_EST_GEO_NB","Employees by sex, establishment size and rural / urban areas (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,EST,GEO",1990,2025,"08/05/2026 07:12:17",73334,79094,92,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_EST_GEO_NB_Q","EES_TEES_SEX_EST_GEO_NB","Employees by sex, establishment size and rural / urban areas (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,EST,GEO",1992,2026,"08/05/2026 07:13:06",155652,156552,45,,"EES","Employees","RURBAN","Rural and Urban Labour Markets (RURBAN)"
"EES_TEES_SEX_EST_MTS_NB_A","EES_TEES_SEX_EST_MTS_NB","Employees by sex, establishment size and marital status (thousands)","A","Annual","EES_TEES_NB","Employees","SEX,EST,MTS",1989,2025,"08/05/2026 07:04:25",248716,269647,107,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
"EES_TEES_SEX_EST_MTS_NB_Q","EES_TEES_SEX_EST_MTS_NB","Employees by sex, establishment size and marital status (thousands)","Q","Quarterly","EES_TEES_NB","Employees","SEX,EST,MTS",1989,2026,"08/05/2026 07:05:06",205921,206677,54,,"EES","Employees","GEND","Gender Equality and Non-Discrimination Indicators (GEND)"
