Economy_Code,Economy_Label,Economy_IsTarget,Economy_ValidFrom,Economy_ValidTo,Economy_Level,Economy_Hidden,Economy_Expand,Economy_Note,Economy_Order,Year,Flow_Code,Flow_Label,Flow_Hidden,Flow_Note,Flow_Order,Series_Code,Series_Label,Series_Hidden,Series_Note,Series_Order,M5024_Value,M5024_Footnote_Code,M5024_Footnote_Text,M5024_MissingValue_Code,M5024_MissingValue_Label,M0100_Value,M0100_Footnote_Code,M0100_Footnote_Text,M0100_MissingValue_Code,M0100_MissingValue_Label
024,"Angola",True,1940,2102,5,True,True,,38,2022,02,"Exports",False,,1,2106,"Total trade in goods and services",False,,23,100,0,,,,50120200234.57648,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2022,02,"Exports",False,,1,3503,"Total trade in goods",False,,24,99.8359791571398,0,,,,50037992659.7085,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2023,01,"Imports",False,,2,2102,"Total trade in services",False,,22,36.3181400811461,0,,,,8602980030.58573,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2023,01,"Imports",False,,2,2106,"Total trade in goods and services",False,,23,100,0,,,,23687832062.33573,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2023,01,"Imports",False,,2,3503,"Total trade in goods",False,,24,63.68185991885389,0,,,,15084852031.75,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2023,02,"Exports",False,,1,2102,"Total trade in services",False,,22,0.205208611641566,0,,,,75846222.4589143,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2023,02,"Exports",False,,1,2106,"Total trade in goods and services",False,,23,100,0,,,,36960545589.28232,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2023,02,"Exports",False,,1,3503,"Total trade in goods",False,,24,99.79479138835843,0,,,,36884699366.8234,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2024,01,"Imports",False,,2,2102,"Total trade in services",False,,22,37.439760285103475,0,,,,8492282999.999999,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2024,01,"Imports",False,,2,2106,"Total trade in goods and services",False,,23,100,0,,,,22682525035.767677,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2024,01,"Imports",False,,2,3503,"Total trade in goods",False,,24,62.56023971489654,0,,,,14190242035.76768,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2024,02,"Exports",False,,1,2102,"Total trade in services",False,,22,0.3490258517024037,0,,,,128874000,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2024,02,"Exports",False,,1,2106,"Total trade in goods and services",False,,23,100,0,,,,36923912475.65358,0,,,
024,"Angola",True,1940,2102,5,True,True,,38,2024,02,"Exports",False,,1,3503,"Total trade in goods",False,,24,99.65097414829759,0,,,,36795038475.65358,0,,,
