area,site_folder,periodicity,filename,extension,size_bytes,site_filepath,source_page,local_path
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,11. MOXICO QUADROS CENSO 2024.xlsx,xlsx,1068290,População e Sociedade/População/Censo 2024/11. MOXICO QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\11. MOXICO QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,12. BIÉ QUADROS CENSO 2024.xlsx,xlsx,2689703,População e Sociedade/População/Censo 2024/12. BIÉ QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\12. BIÉ QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,13. HUAMBO QUADROS CENSO 2024.xlsx,xlsx,1150685,População e Sociedade/População/Censo 2024/13. HUAMBO QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\13. HUAMBO QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,14. BENGUELA QUADROS CENSO 2024.xlsx,xlsx,5262503,População e Sociedade/População/Censo 2024/14. BENGUELA QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\14. BENGUELA QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,15. NAMIBE QUADROS CENSO 2024.xlsx,xlsx,4577121,População e Sociedade/População/Censo 2024/15. NAMIBE QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\15. NAMIBE QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,16. HUÍLA QUADROS CENSO 2024.xlsx,xlsx,1488911,População e Sociedade/População/Censo 2024/16. HUÍLA QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\16. HUÍLA QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,17. CUNENE QUADROS CENSO 2024.xlsx,xlsx,1018885,População e Sociedade/População/Censo 2024/17. CUNENE QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\17. CUNENE QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,18. CUBANGO QUADROS CENSO 2024.xlsx,xlsx,993155,População e Sociedade/População/Censo 2024/18. CUBANGO QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\18. CUBANGO QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,19. ICOLO E BENGO QUADROS CENSO 2024.xlsx,xlsx,998572,População e Sociedade/População/Censo 2024/19. ICOLO E BENGO QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\19. ICOLO E BENGO QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,20. MOXICO LESTE QUADROS CENSO 2024.xlsx,xlsx,932481,População e Sociedade/População/Censo 2024/20. MOXICO LESTE QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\20. MOXICO LESTE QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,21. CUANDO QUADROS CENSO 2024.xlsx,xlsx,965074,População e Sociedade/População/Censo 2024/21. CUANDO QUADROS CENSO 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\21. CUANDO QUADROS CENSO 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,QUADROS ANEXOS DOS RESULTADOS DEFINITIVOS RGPH 2024.xlsx,xlsx,5984025,População e Sociedade/População/Censo 2024/QUADROS ANEXOS DOS RESULTADOS DEFINITIVOS RGPH 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\QUADROS ANEXOS DOS RESULTADOS DEFINITIVOS RGPH 2024.xlsx
População e Sociedade,População e Sociedade/População/Censo 2024,Decenal / censitário,QUADROS ANEXOS PARA O RELATÓRIO SÍNTESE RGPH 2024.xlsx,xlsx,246028,População e Sociedade/População/Censo 2024/QUADROS ANEXOS PARA O RELATÓRIO SÍNTESE RGPH 2024.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ9IRPOCRFbhiN8JhmwTqWUfBA0tVn9ku_BFxoTwbU7ria3Kp8We_fgJ9HAbZ3_uPUvGvf3mPIyk4YZVMX4ZhPu_7O5amSUmrf18Fk9fcoI97yabOb31MzTIj2VTukroGR97WQ9EunZiC-8jBHG5HQ0C,INE\População e Sociedade\População\Censo 2024\QUADROS ANEXOS PARA O RELATÓRIO SÍNTESE RGPH 2024.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,"00. ESTIMATIVA DA POPULAÇÃO POR PROVÍNCIA E GRUPO ETÁRIO, 2025-2027_Angola.xlsx",xlsx,50797,"População e Sociedade/População/Estimativas da População 2025 - 2027/00. ESTIMATIVA DA POPULAÇÃO POR PROVÍNCIA E GRUPO ETÁRIO, 2025-2027_Angola.xlsx",https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,"INE\População e Sociedade\População\Estimativas da População 2025 - 2027\00. ESTIMATIVA DA POPULAÇÃO POR PROVÍNCIA E GRUPO ETÁRIO, 2025-2027_Angola.xlsx"
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,01. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Cabinda.xlsx,xlsx,885409,População e Sociedade/População/Estimativas da População 2025 - 2027/01. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Cabinda.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\01. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Cabinda.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,02. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Zaire..xlsx,xlsx,386916,População e Sociedade/População/Estimativas da População 2025 - 2027/02. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Zaire..xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\02. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Zaire..xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,03. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025_2027_Uíge.xlsx,xlsx,304221,População e Sociedade/População/Estimativas da População 2025 - 2027/03. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025_2027_Uíge.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\03. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025_2027_Uíge.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,04. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Bengo.xlsx,xlsx,190604,População e Sociedade/População/Estimativas da População 2025 - 2027/04. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Bengo.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\04. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Bengo.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,05. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Luanda.xlsx,xlsx,167111,População e Sociedade/População/Estimativas da População 2025 - 2027/05. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Luanda.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\05. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Luanda.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,06. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Cuanza Norte.xlsx,xlsx,263273,População e Sociedade/População/Estimativas da População 2025 - 2027/06. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Cuanza Norte.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\06. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Cuanza Norte.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,07. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Cuanza Sul.xlsx,xlsx,357375,População e Sociedade/População/Estimativas da População 2025 - 2027/07. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Cuanza Sul.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\07. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Cuanza Sul.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,08. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Malanje.xlsx,xlsx,338359,População e Sociedade/População/Estimativas da População 2025 - 2027/08. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Malanje.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\08. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Malanje.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,09. ESTIMATIVA DA POPULAÇÃO  POR GRUPOS ETÁRIOS 2025-2027_Lunda Norte.xlsx,xlsx,303383,População e Sociedade/População/Estimativas da População 2025 - 2027/09. ESTIMATIVA DA POPULAÇÃO  POR GRUPOS ETÁRIOS 2025-2027_Lunda Norte.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\09. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Lunda Norte.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,10. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Lunda Sul.xlsx,xlsx,217188,População e Sociedade/População/Estimativas da População 2025 - 2027/10. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Lunda Sul.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\10. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Lunda Sul.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,11. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Moxico.xlsx,xlsx,401172,População e Sociedade/População/Estimativas da População 2025 - 2027/11. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Moxico.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\11. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Moxico.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,12. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Bié.xlsx,xlsx,258737,População e Sociedade/População/Estimativas da População 2025 - 2027/12. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Bié.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\12. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Bié.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,13. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Huambo.xlsx,xlsx,265653,População e Sociedade/População/Estimativas da População 2025 - 2027/13. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Huambo.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\13. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Huambo.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,14. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Benguela.xlsx,xlsx,317408,População e Sociedade/População/Estimativas da População 2025 - 2027/14. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Benguela.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\14. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_Benguela.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,15. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Namibe.xlsx,xlsx,138451,População e Sociedade/População/Estimativas da População 2025 - 2027/15. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Namibe.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\15. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027 Namibe.xlsx
População e Sociedade,População e Sociedade/População/Estimativas da População 2025 - 2027,Não especificada no portal,16. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_ Huíla.xlsx,xlsx,348971,População e Sociedade/População/Estimativas da População 2025 - 2027/16. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_ Huíla.xlsx,https://www.ine.gov.ao/Diretorios/Ver?caminho=CfDJ8MbFyY-I7dRPifOgqdubFJ-4iZEm4qRAtPfWDlcdzZXeYCpepO3N-UWToFmLL3BSZujMHqwS6VzPWJkCwNAiJlsMF68YeQP8NECF-XjbW1xUdmj0LSWfu_o4CGx07i9SJTnGLLi1ag8_o3sqiwXkHrxKpMRdZQFJx6-gaby4ZXQIxLfWGkANxM13Eu1OzoufVmBF_bbJ1lmyRuZ_x4F8SwE,INE\População e Sociedade\População\Estimativas da População 2025 - 2027\16. ESTIMATIVA DA POPULAÇÃO POR GRUPOS ETÁRIOS 2025-2027_ Huíla.xlsx
